id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
244,農業土木,2019,土壌の液性限界試験に関する記述として誤っているものはどれか,液性限界は土が液体状から塑性状に変化する含水比である,カサグランデ法により測定する,液性限界は塑性指数の算定に用いる,液性限界は透水係数と直接的な相関関係がある,d,液性限界と透水係数に直接的相関関係はない。透水係数は間隙比・間隙構造・粘土鉱物の種類等により決定される,土質試験の方法と解説,標準
245,農業土木,2019,開水路の跳水現象に関する記述として誤っているものはどれか,射流から常流に変化する現象である,フルード数が1以上から1未満に変化する,エネルギー損失を伴う,跳水長は流入フルード数のみで決定される,d,跳水長は流入フルード数Fr1と水路断面形状により決定される。矩形断面では跳水長L=6h2(Fr1-1)^0.5程度となる,RCCM関連技術基準,標準
246,農業土木,2019,ため池の浸透流解析に関する記述として誤っているものはどれか,有限要素法により解析する,透水係数の異方性を考慮する,浸潤線の位置を求める,浸透流解析では定常状態のみを対象とする,d,浸透流解析では非定常状態も重要な解析対象である。貯水位変動時の浸潤線変化や間隙水圧変化を解析する必要がある,土地改良事業計画設計基準,標準
247,農業土木,2019,フィルダムの内部侵食に関する記述として誤っているものはどれか,パイピングは代表的な内部侵食現象である,フィルター材により内部侵食を防止する,粒度分布が内部侵食に影響する,内部侵食は堤体材料の透水係数が小さいほど発生しやすい,d,内部侵食は透水係数の大小より粒度分布の不均一性が影響する。均等係数Ucが大きく間隙の大きさが不均一な材料で発生しやすい,フィルダム設計基準,標準
248,農業土木,2019,農業農村整備事業の環境影響評価に関する記述として誤っているものはどれか,スコーピングにより評価項目を選定する,現況調査により環境の現状を把握する,予測評価により環境への影響を定量化する,環境影響評価は事業完了後に実施すればよい,d,環境影響評価は事業計画段階から実施し事業全体を通じて継続する。計画・実施・供用の各段階でモニタリングと評価を行う,環境影響評価法,標準
249,農業土木,2019,農業用水路の設計に関する記述として誤っているものはどれか,等流計算にはマニング式を用いる,限界水深は比エネルギーが最小となる水深である,射流では水深が下流端条件により決定される,常流では水深が上流端条件により決定される,c,射流では水深が上流端条件により決定される。常流では下流端条件射流では上流端条件により背水計算を行う。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,RCCM関連技術基準,標準
250,農業土木,2019,生態系配慮の順応的管理に関する記述として誤っているものはどれか,モニタリング結果に基づき管理手法を修正する,不確実性を前提とした管理手法である,科学的知見の蓄積により管理精度を向上させる,順応的管理では当初計画の変更は認められない,d,順応的管理では科学的知見に基づく計画変更が重要な要素である。PDCAサイクルにより継続的改善を図る管理手法である,生態系配慮の技術指針,標準
251,農業土木,2019,農業用水路の水理設計における限界流速に関する記述として誤っているものはどれか,許容流速は水路材料の耐侵食性により決定する,最小流速は堆積防止のため設定する,植生水路では流速が大きすぎると植生が損傷する,限界流速は水路勾配のみで決定される,d,限界流速は水路材料・断面形状・流体特性・水深等により総合的に決定される。勾配のみでは決定できない。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,土地改良事業計画設計基準,標準
252,農業土木,2019,農業用施設の性能設計に関する記述として誤っているものはどれか,要求性能を明確に設定する,性能照査により安全性を確認する,維持管理性を考慮した設計とする,性能設計では材料・工法の制約はない,d,性能設計でも材料・工法には技術基準に基づく制約がある。JIS規格・土地改良事業標準設計等の基準を満足する必要がある,土地改良事業計画設計基準,標準
253,農業土木,2019,農業用水の水質基準に関する記述として誤っているものはどれか,pH値は作物の生育に影響する,電気伝導度は塩類濃度の指標である,濁度は灌漑施設の機能に影響する,農業用水では大腸菌群数の基準は設定されていない,d,農業用水でも大腸菌群数等の衛生学的基準が設定されている。農業用水基準では大腸菌群数1000MPN/100mL以下とされている,農業用水基準,標準
254,農業土木,2019,点滴灌漑システムの設計に関する記述として誤っているものはどれか,エミッタの流量係数を考慮する,圧力補償型エミッタにより均等配水を図る,フィルターにより目詰まりを防止する,点滴灌漑では土壌の透水性を考慮する必要がない,d,点滴灌漑では土壌の透水性が湿潤域形成に重要な影響を与える。透水係数により湿潤半径・浸透深度が決定される,畑地灌漑技術指針,標準
255,農業土木,2019,土壌の三相分布測定に関する記述として誤っているものはどれか,乾燥密度から固相率を算定する,含水比から液相率を算定する,間隙率から気相率を算定する,三相分布は土壌の乾燥密度のみで決定される,d,三相分布は乾燥密度ρdと含水比wの両方から算定される。固相率=ρd/(Gs・γw)液相率=w・ρd/γw気相率=1-固相率-液相率,土質試験の方法と解説,標準
256,農業土木,2019,農業用ダムの堆砂対策に関する記述として誤っているものはどれか,排砂ゲートにより堆砂を排出する,バイパストンネルにより土砂を下流に流す,浚渫により堆砂を除去する,堆砂対策は貯水容量の減少後に実施すればよい,d,堆砂対策は予防保全の観点から計画的に実施することが重要である。堆砂進行予測に基づき適切な時期に対策を実施する,ダム設計基準,標準
257,農業土木,2019,プレキャストコンクリート水路の継手設計に関する記述として誤っているものはどれか,水密性を確保する構造とする,不同沈下に対応できる構造とする,施工性を考慮した構造とする,継手部では鉄筋の連続性は不要である,d,継手部でも構造上必要な箇所では鉄筋の連続性を確保する。特に曲げモーメントが作用する箇所では鉄筋継手が必要,プレキャストコンクリート製品設計基準,標準
258,農業土木,2019,暗渠排水の設計に関する記述として誤っているものはどれか,排水量は土壌の透水係数により決定する,暗渠間隔は土層構造により決定する,暗渠深度は地下水位制御目標により決定する,暗渠排水では疎水材の粒度分布を考慮する必要がない,d,疎水材の粒度分布は目詰まり防止と透水性確保のため重要である。フィルター則D15/d85<5を満足する必要がある,農地排水基準,標準
259,農業土木,2019,中山間地域の農地保全に関する記述として誤っているものはどれか,法面保護により侵食を防止する,排水施設により表面流の制御を行う,土壌改良により保水性を向上させる,中山間地域では平地と同一の保全手法を適用する,d,中山間地域では地形・気象条件に応じた特別な保全手法が必要である。急傾斜地・多雨地域に適した階段工・土留工等を適用する,中山間地域整備基準,標準
260,農業土木,2019,農業水利施設のアセットマネジメントに関する記述として誤っているものはどれか,機能診断により劣化状況を把握する,ライフサイクルコストを最小化する,更新時期を最適化する,アセットマネジメントでは予防保全を実施しない,d,アセットマネジメントでは予防保全により施設の長寿命化を図る。事後保全より予防保全の方がライフサイクルコストを低減できる,農業水利施設の機能保全の手引き,標準
261,農業土木,2019,換地計画における土地評価に関する記述として誤っているものはどれか,従前地と換地の価値の均衡を図る,土地の位置・形状・利用状況等を評価する,評価基準日を設定して評価する,土地評価では農業生産性を考慮しない,d,土地評価では農業生産性が重要な評価要素である。土壌条件・水利条件・営農条件等を総合的に評価し農業収益性を算定する,RCCM関連技術基準,標準
262,農業土木,2019,農業用水の水源開発に関する記述として誤っているものはどれか,河川水は表流水の主要な水源である,地下水は水質・水量が比較的安定している,ため池は降水を貯留する水源である,水源開発では水利権の取得が不要である,d,水源開発では河川法等に基づく水利権の取得が必要である。許可水利権または慣行水利権の取得が農業用水開発の前提条件,RCCM関連技術基準,標準
263,農業土木,2019,農業用水路網の配水制御に関する記述として誤っているものはどれか,需要量の変動に応じて配水量を調整する,水位制御により適切な水深を維持する,自動化により省力化を図る,配水制御では末端での水圧を考慮する必要がない,d,配水制御では末端での必要水圧の確保が重要である。パイプライン系では末端圧力が灌漑に必要な最小動水圧以上を確保する,農業用水管理技術指針,標準
264,農業土木,2019,土地改良事業の経済効果算定に関する記述として誤っているものはどれか,農業生産性向上効果を算定する,営農労力軽減効果を算定する,維持管理費軽減効果を算定する,経済効果算定では割引率を考慮しない,d,経済効果算定では将来価値を現在価値に換算するため割引率を適用する。社会的割引率4%を用いて現在価値に換算し費用対効果を算定,土地改良事業の費用対効果分析指針,標準
265,農業土木,2019,農業用水路の藻類対策に関する記述として誤っているものはどれか,遮光により藻類の繁殖を抑制する,流速向上により藻類の付着を防止する,薬剤処理により藻類を除去する,藻類対策では水質の影響を考慮する必要がない,d,藻類対策では富栄養化等の水質条件が重要な要因である。窒素・リンの濃度管理により藻類の異常繁殖を抑制する,水路維持管理指針,標準
266,農業土木,2019,農業の多面的機能の定量評価に関する記述として誤っているものはどれか,洪水防止機能は治水ダム建設費で代替評価する,水質浄化機能は浄化施設建設費で代替評価する,土壌侵食防止機能は砂防ダム建設費で代替評価する,多面的機能の評価では代替法を適用できない,d,多面的機能の評価では代替法が一般的な評価手法として用いられる。同等の機能を持つ人工施設の建設費により経済価値を評価する,農業の多面的機能の経済評価,標準
267,農業土木,2019,農業用管路の耐震設計に関する記述として誤っているものはどれか,地盤の液状化を考慮する,管路の可とう性を考慮する,継手部の変形性能を考慮する,耐震設計では管材の種類が影響しない,d,耐震設計では管材の力学的特性が重要な設計要因である。鋼管・ダクタイル鋳鉄管・塩化ビニル管等により耐震性能が大きく異なる,管路耐震設計指針,標準
268,農業土木,2019,都市近郊農地の湛水防除計画に関する記述として誤っているものはどれか,都市化による流出増加を考慮する,排水先河川の水位上昇を考慮する,ポンプ排水による強制排水を計画する,湛水防除では雨水流出抑制を考慮する必要がない,d,湛水防除では雨水流出抑制施設との連携が重要である。調整池・浸透施設等により流出抑制を図り排水負荷を軽減する,都市農地保全技術指針,標準
269,森林土木,2019,治山工事における品質管理に関する記述として適切でないものはどれか,材料の品質を確認する,施工の品質を管理する,完成時の品質を検査する,品質管理は施工段階のみで実施する,d,治山工事では計画・設計・施工・維持管理の全段階で品質管理が必要,治山技術基準,標準
270,森林土木,2019,森林作業システムに関する記述として適切でないものはどれか,効率的な作業システムの構築を図る,機械化による省力化を図る,安全性の向上を図る,作業システムは機械の性能のみで決定する,d,作業システムは地形・森林条件・経営規模・作業員技能等を総合考慮して決定,森林作業システム高度化マニュアル,標準
271,森林土木,2019,治山工事における環境保全に関する記述として適切でないものはどれか,工事による環境影響を最小限に抑える,生態系の保全を図る,景観への配慮を行う,環境保全は法的義務がないため任意である,d,治山工事では環境影響評価法等に基づく環境保全が法的義務,治山技術基準,標準
272,森林土木,2019,林道の設計に関する記述として適切でないものはどれか,設計基準に基づき設計する,現地条件を十分考慮する,経済性を考慮する,設計では構造計算を省略できる,d,林道設計では安全性確保のため構造計算が必要不可欠。設計基準への準拠が必要です。,RCCM関連技術基準,標準
273,森林土木,2019,林道の計画に関する記述として適切でないものはどれか,森林の多面的機能の発揮を図る,効率的な森林施業を可能とする,環境への配慮を行う,計画では利用者の意見聴取は不要である,d,林道計画では地域住民や利用者の意見聴取が重要,RCCM関連技術基準,標準
274,森林土木,2019,治山ダムの設計に関する記述として適切でないものはどれか,土石流に対する安定性を照査する,基礎地盤の支持力を照査する,洪水時の越流に対する安定性を照査する,設計では堆砂の影響を考慮しなくてよい,d,治山ダム設計では堆砂による機能低下を考慮した設計が必要。設計基準への準拠が必要です。,治山技術基準,標準
275,森林土木,2019,森林の水源涵養機能に関する記述として適切でないものはどれか,森林土壌は雨水の貯留機能を有する,樹冠は降雨の遮断・調節機能を果たす,根系は土壌の浸透機能を向上させる,水源涵養機能は降水量にのみ依存する,d,水源涵養機能は降水量に加え森林の構造・土壌条件等に依存,森林の多面的機能評価,標準
276,森林土木,2019,治山工事における山腹工に関する記述として適切でないものはどれか,山腹工は山腹基礎工・山腹緑化工・山腹保育工からなる,山腹基礎工は斜面の崩壊抵抗力を高める工法である,山腹緑化工は表面侵食抑制と植生導入を目的とする,山腹工は大規模崩壊地でのみ適用される,d,山腹工は崩壊規模に関わらず斜面安定化が必要な箇所で適用,治山技術基準,標準
277,森林土木,2019,林道の構造に関する記述として適切でないものはどれか,車道幅員は利用車両に応じて設定する,勾配は地形と施工性を考慮して設定する,曲線半径は設計速度に応じて設定する,構造設計では積雪荷重を考慮しなくてよい,d,林道構造設計では地域の積雪条件に応じた積雪荷重の考慮が必要,RCCM関連技術基準,標準
278,森林土木,2019,治山施設の維持管理に関する記述として適切でないものはどれか,定期的な点検を実施する,異常の早期発見に努める,適切な補修により機能を維持する,維持管理は施設の耐用年数経過後に開始する,d,治山施設の維持管理は供用開始直後から継続的に実施することが重要,治山技術基準,標準
279,森林土木,2019,林道の法面保護に関する記述として適切でないものはどれか,切土法面の安定を図る,植生により法面を保護する,必要に応じて法面工を設置する,法面保護では表土の除去が基本である,d,法面保護では表土の保全・活用が植生回復の基本,RCCM関連技術基準,標準
280,森林土木,2019,治山工事の施工管理に関する記述として適切でないものはどれか,品質管理を適切に行う,安全管理を徹底する,環境保全措置を講じる,施工管理では原価管理のみを重視する,d,治山工事では品質・安全・環境・工程・原価の総合的管理が重要,治山技術基準,標準
281,森林土木,2019,森林の機能に関する記述として適切でないものはどれか,水源涵養機能,土砂災害防止機能,生物多様性保全機能,森林の機能は定量評価が完全に可能である,d,森林の多面的機能には定量評価が困難な機能も含まれる,森林・林業基本法,標準
282,森林土木,2019,林道の排水に関する記述として適切でないものはどれか,横断排水工により路面水を排除する,縦断排水工により路面水を処理する,湧水処理工により湧水を処理する,排水施設の設置間隔は全国一律である,d,排水施設の設置間隔は降雨量・地形・地質条件により決定,RCCM関連技術基準,標準
283,森林土木,2019,治山事業における生態系配慮に関する記述として適切でないものはどれか,既存植生の保全を図る,在来種による緑化を行う,野生動物の生息環境を保全する,生態系配慮では外来種の使用が効果的である,d,治山事業では在来種使用が生態系保全の基本,治山技術基準,標準
284,森林土木,2019,林道の橋梁に関する記述として適切でないものはどれか,適切な径間割りを行う,基礎は地盤条件に応じて選定する,上部工は荷重条件により選定する,橋梁では下部工の設計を省略できる,d,林道橋梁では上部工・下部工・基礎の一体的設計が必要,道路橋示方書,標準
285,森林土木,2019,治山工事における調査に関する記述として適切でないものはどれか,地形・地質調査を実施する,気象・水文調査を実施する,生態系調査を実施する,調査は設計段階でのみ実施する,d,治山工事では計画・設計・施工・維持管理の各段階で必要な調査を実施,治山技術基準,標準
286,森林土木,2019,森林計画に関する記述として適切でないものはどれか,全国森林計画が最上位計画である,地域森林計画は都道府県が策定する,市町村森林整備計画は市町村が策定する,森林計画の策定に住民参加は不要である,d,RCCM資格に必要な専門知識を問う問題です。,RCCM関連技術基準,標準
287,森林土木,2019,治山工事の積算に関する記述として適切でないものはどれか,現地条件を考慮する,標準単価を適用する,諸経費を適切に計上する,積算では間接工事費を計上しない,d,治山工事積算では直接工事費に加え間接工事費の適切な計上が必要,治山事業積算要領,標準
288,森林土木,2019,治山事業の効果に関する記述として適切でないものはどれか,山地災害の防止,水源の涵養,生活環境の保全,治山事業の効果は短期間で発現する,d,治山事業の効果は長期間にわたって徐々に発現する,治山事業効果算定マニュアル,標準
289,森林土木,2019,森林土木における環境配慮に関する記述として適切でないものはどれか,生態系への影響を最小限に抑える,景観との調和を図る,水質の保全を図る,環境配慮では工事コストを最優先する,d,森林土木では環境保全と工事コストの適切なバランスが重要,環境影響評価法,標準
290,森林土木,2019,山地治山工事の計画に関する記述として適切でないものはどれか,山地災害の実態を把握する,治山施設の配置を検討する,環境への影響を評価する,治山計画では単一工法の適用が基本である,d,山地治山では複数工法の組み合わせによる総合的対策が基本,治山技術基準,標準
291,森林土木,2019,林道の維持管理に関する記述として適切でないものはどれか,定期的な点検により早期発見に努める,適切な補修により機能を維持する,排水施設の清掃を行う,維持管理では予防保全より事後保全を優先する,d,林道維持管理では事後保全より予防保全が効果的,RCCM関連技術基準,標準
292,森林土木,2019,治山工事における法面工に関する記述として適切でないものはどれか,のり面の安定を図る,表面侵食を防止する,植生の導入を図る,法面工では急勾配ほど効果が高い,d,法面工の効果は勾配・地質・気象条件等により決まり勾配のみでは判断できない,治山技術基準,標準
293,森林土木,2019,森林の土砂災害防止機能に関する記述として適切でないものはどれか,表面侵食を抑制する,山腹斜面の安定化を図る,渓流での土砂流出を抑制する,災害防止機能は森林面積にのみ比例する,d,土砂災害防止機能は森林面積に加え樹種・林齢・管理状況等により決まる,森林の多面的機能評価,標準
294,森林土木,2019,治山施設の種類に関する記述として適切でないものはどれか,治山ダムは渓流工である,山腹工は斜面安定工である,海岸防災林造成は海岸工である,治山施設の効果は設置直後が最大である,d,治山施設の効果は植生回復等により時間経過とともに向上する場合が多い,治山技術基準,標準
295,森林土木,2019,林道の線形計画に関する記述として適切でないものはどれか,地形に適合した線形とする,急勾配・急カーブを避ける,切土・盛土量の均衡を図る,線形計画では直線距離を最優先する,d,林道線形では安全性・環境保全・経済性を総合考慮することが重要,RCCM関連技術基準,標準
296,森林土木,2019,林道の舗装に関する記述として適切でないものはどれか,交通量に応じて舗装仕様を決定する,路床の支持力を考慮する,気象条件を考慮する,舗装では路盤の設計を省略できる,d,林道舗装では路盤設計が舗装全体の耐久性確保に重要,舗装設計便覧,標準
297,森林土木,2019,山地災害の特徴に関する記述として適切でないものはどれか,集中豪雨により発生しやすい,地震により誘発される場合がある,人為的要因により発生する場合がある,山地災害は気象条件にのみ依存する,d,山地災害は気象・地質・地形・植生・人為的要因等の複合的要因で発生,山地災害対策指針,標準
298,都市計画及び地方計画,2019,広域連携に関する記述として誤っているものはどれか,連携中枢都市圏の形成を推進する,定住自立圏の形成を推進する,広域的な課題に共同で取り組む,広域連携では全国統一の連携手法を適用する,d,広域連携手法は地域の特性・課題・資源に応じて連携中枢都市圏・定住自立圏・広域連合等から適切に選択する必要がある,都市計画運用指針,標準
299,都市計画及び地方計画,2019,都市の防災に関する記述として誤っているものはどれか,密集市街地の改善を図る,避難路・避難場所を確保する,建築物の耐震化を推進する,都市防災では建築規制のみで十分である,d,都市防災では建築規制に加え土地利用規制・避難施設整備・防災まちづくり等の総合的対策が必要である。誤りの選択肢を特定することが重要です。,都市計画運用指針,標準
300,都市計画及び地方計画,2019,都市の歴史・文化に関する記述として誤っているものはどれか,歴史的建造物の保全を図る,文化的景観の保全を図る,伝統的建造物群の保存を図る,歴史・文化保全では現代的機能性を最優先とする,d,都市の歴史・文化保全では固有の価値を重視し現代的機能との調和を図ることが重要である。誤りの選択肢を特定することが重要です。,景観法運用指針,標準
301,都市計画及び地方計画,2019,都市計画に関する情報提供に関する記述として誤っているものはどれか,都市計画の内容を住民に周知する,インターネット等により情報提供する,都市計画図書を縦覧に供する,情報提供では行政からの一方的通知で十分である,d,都市計画の情報提供では法定縦覧に加え双方向の情報交換・意見交換が重要である。誤りの選択肢を特定することが重要です。,都市計画法第16条,標準
302,都市計画及び地方計画,2019,土地利用規制に関する記述として誤っているものはどれか,用途地域により建築物の用途を規制する,建蔽率により建築物の建築面積を規制する,容積率により建築物の延べ面積を規制する,土地利用規制では用途地域の指定のみで十分である,d,土地利用規制では用途地域に加え特別用途地区・地区計画等を組み合わせた総合的規制が必要である。誤りの選択肢を特定することが重要です。,都市計画法第8条,標準
303,都市計画及び地方計画,2019,都市計画の決定プロセスに関する記述として誤っているものはどれか,原案の作成を行う,公聴会の開催等により住民意見を聴取する,都市計画審議会に諮問する,都市計画決定では専門家の意見のみで十分である,d,都市計画決定では専門家の意見に加え住民意見の聴取・都市計画審議会での審議が法的に義務付けられている。誤りの選択肢を特定することが重要です。,都市計画法第16条,標準
304,都市計画及び地方計画,2019,市街化区域と市街化調整区域に関する記述として誤っているものはどれか,市街化区域は既に市街地を形成している区域である,市街化調整区域は市街化を抑制すべき区域である,線引きは都市計画区域を区分するものである,線引きでは現在の土地利用状況のみを考慮する,d,線引きでは現在の土地利用に加え人口・産業動向・地形等の自然条件を総合的に勘案する必要がある。誤りの選択肢を特定することが重要です。,都市計画法第7条,標準
305,都市計画及び地方計画,2019,都市施設に関する記述として誤っているものはどれか,道路・公園・下水道等が含まれる,都市の健全な発展と秩序ある整備を図るため必要である,都市計画決定により位置・規模等を定める,都市施設では道路整備を最優先とする,d,都市施設では道路・公園・下水道等を都市の機能・規模に応じてバランス良く配置することが重要である。誤りの選択肢を特定することが重要です。,都市計画法第11条,標準
306,都市計画及び地方計画,2019,景観計画に関する記述として誤っているものはどれか,良好な景観の形成を図る,景観形成基準を定める,景観重要建造物等を指定できる,景観計画では建築物の規制のみで十分である,d,景観計画では建築物に加え屋外広告物・緑化・公共施設デザイン等を総合的に規定する必要がある。誤りの選択肢を特定することが重要です。,景観法第8条,標準
307,都市計画及び地方計画,2019,都市再生に関する記述として誤っているものはどれか,都市の魅力と国際競争力を高める,民間の創意工夫を活用する,既存ストックの有効活用を図る,都市再生では新規開発のみを重視する,d,都市再生では既存ストックの有効活用・リノベーション等による持続可能な都市づくりが重要である。誤りの選択肢を特定することが重要です。,都市再生特別措置法,標準
308,都市計画及び地方計画,2019,コンパクトシティに関する記述として誤っているものはどれか,都市機能の集約を図る,公共交通の利用を促進する,歩いて暮らせるまちづくりを推進する,コンパクトシティでは高密度開発のみを推進する,d,コンパクトシティでは都市機能誘導と居住誘導により質の高い都市空間を形成することが重要である。誤りの選択肢を特定することが重要です。,立地適正化計画作成の手引き,標準
309,都市計画及び地方計画,2019,地方創生に関する記述として誤っているものはどれか,地方の人口減少と地域経済縮小の克服を図る,地方への新しい人の流れをつくる,若い世代の結婚・出産・子育ての希望をかなえる,地方創生では産業振興のみに集中する,d,地方創生では産業振興・雇用創出・定住促進・子育て支援等を総合的に推進する必要がある。誤りの選択肢を特定することが重要です。,まち・ひと・しごと創生総合戦略,標準
310,都市計画及び地方計画,2019,都市計画区域マスタープランに関する記述として誤っているものはどれか,都市計画の目標と基本的方向を示すものである,都市計画区域の整備・開発・保全の方針を定める,土地利用・都市施設・市街地開発事業に関する方針を含む,都市計画区域マスタープランは市町村マスタープランより下位の計画である,d,都市計画区域マスタープランは市町村マスタープランの上位計画として都道府県が策定する。誤りの選択肢を特定することが重要です。,都市計画法第6条の2,標準
311,都市計画及び地方計画,2019,市街地再開発事業の施行方式に関する記述として誤っているものはどれか,第一種市街地再開発事業は管理処分方式により実施される,第二種市街地再開発事業は用地買収方式により実施される,個人施行では個人が単独で施行する,市街地再開発事業では事業計画の策定のみで実施できる,d,市街地再開発事業では事業計画に加え権利変換計画・管理処分計画等の策定が必要である。誤りの選択肢を特定することが重要です。,都市再開発法,標準
312,都市計画及び地方計画,2019,都市の国際化に関する記述として誤っているものはどれか,国際競争力の向上を図る,外国人にとって魅力的な都市づくりを推進する,国際的な都市間交流を促進する,都市の国際化では外国の制度をそのまま導入する,d,都市の国際化では固有の特性を活かしつつ国際的魅力を向上させることが重要である。誤りの選択肢を特定することが重要です。,都市計画運用指針,標準
313,都市計画及び地方計画,2019,都市の人口減少対策に関する記述として誤っているものはどれか,定住促進策を推進する,子育て支援策を充実する,雇用創出を図る,人口減少対策では住宅供給のみに集中する,d,人口減少対策では住宅供給・雇用創出・子育て支援・生活利便性等を総合的に向上させることが重要である。誤りの選択肢を特定することが重要です。,立地適正化計画作成の手引き,標準
314,都市計画及び地方計画,2019,都市計画における公共施設に関する記述として誤っているものはどれか,道路・公園・下水道等の都市施設がある,教育文化施設・医療施設等の公益的施設がある,適切な配置により都市機能を支える,公共施設では量的整備のみを重視する,d,公共施設では量的整備に加え質的向上・効率的配置・維持管理等を総合的に考慮することが重要である。誤りの選択肢を特定することが重要です。,都市計画運用指針,標準
315,都市計画及び地方計画,2019,地域づくりにおける関係人口に関する記述として誤っているものはどれか,地域と継続的な関わりを持つ人々である,定住人口と交流人口の中間に位置する概念である,地域の担い手として期待される,関係人口では一時的な観光のみで十分である,d,関係人口では継続的・多面的な地域との関わりが重要である。誤りの選択肢を特定することが重要です。,まち・ひと・しごと創生総合戦略,標準
316,都市計画及び地方計画,2019,都市の働き方改革に関する記述として誤っているものはどれか,テレワークの推進を図る,多様な働き方を支援する,ワークライフバランスの向上を図る,働き方改革では在宅勤務のみを推進する,d,働き方改革では多様で柔軟な働き方の実現を図ることが重要である。誤りの選択肢を特定することが重要です。,働き方改革実行計画,標準
317,都市計画及び地方計画,2019,スマートシティに関する記述として誤っているものはどれか,ICTを活用したまちづくりである,エネルギーの効率的利用を図る,交通システムの最適化を図る,スマートシティではICT導入のみで十分である,d,スマートシティでは技術導入に加え住民参加・官民連携・持続可能性等を総合的に考慮することが重要である。誤りの選択肢を特定することが重要です。,スマートシティ官民連携プラットフォーム,標準
318,都市計画及び地方計画,2019,地区計画に関する記述として誤っているものはどれか,地区の特性に応じたきめ細かな計画である,住民発意により策定される場合がある,建築物の用途・形態等を規制する,地区計画では建築制限のみを定める,d,地区計画では土地利用・建築物・公共施設・緑地等に関する方針を総合的に定めることが重要である。誤りの選択肢を特定することが重要です。,都市計画法第12条の5,標準
319,都市計画及び地方計画,2019,都市計画事業に関する記述として誤っているものはどれか,土地収用権が付与される,事業認可により事業の実施が認められる,関係権利者に対する補償を行う,都市計画事業では法的権限のみで実施できる,d,都市計画事業では法的手続きに加え住民合意の形成・情報公開等が事業の円滑な推進に重要である。誤りの選択肢を特定することが重要です。,都市計画法第59条,標準
320,都市計画及び地方計画,2019,開発許可制度に関する記述として誤っているものはどれか,一定規模以上の開発行為に許可が必要である,技術基準への適合が必要である,公共施設の整備が義務付けられる,開発許可では技術基準への適合のみで十分である,d,開発許可では技術基準に加え環境・景観・防災・周辺への影響等を総合的に審査することが重要である。誤りの選択肢を特定することが重要です。,都市計画法第33条,標準
321,都市計画及び地方計画,2019,建築協定に関する記述として誤っているものはどれか,住民の合意により締結される,建築物の敷地・構造・用途等に関する基準を定める,一定期間経過後に更新できる,建築協定では住民合意のみで効力を発する,d,建築協定では住民合意に加え特定行政庁の認可が効力発生に必要である。誤りの選択肢を特定することが重要です。,建築基準法第69条,標準
322,都市計画及び地方計画,2019,都市のマネジメントに関する記述として誤っているものはどれか,エリアマネジメントの推進を図る,公民連携によるまちづくりを推進する,都市のブランド化を図る,都市マネジメントでは行政のみが実施する,d,都市マネジメントでは行政・民間・住民等の多様な主体による協働・連携が重要である。誤りの選択肢を特定することが重要です。,都市再生特別措置法,標準
323,都市計画及び地方計画,2019,都市計画の評価に関する記述として誤っているものはどれか,計画の実現状況を評価する,社会情勢の変化を考慮する,住民意見を反映する,都市計画の評価では定量的指標のみで十分である,d,都市計画の評価では定量的指標に加え定性的評価・住民満足度等を総合的に評価することが重要である。誤りの選択肢を特定することが重要です。,都市計画運用指針,標準
324,都市計画及び地方計画,2019,住宅政策に関する記述として誤っているものはどれか,住宅確保要配慮者への支援を行う,良質な住宅ストックの形成を図る,住宅市場の環境整備を推進する,住宅政策では新築住宅の供給のみに集中する,d,住宅政策では新築供給・既存住宅流通・リフォーム・住宅確保要配慮者支援等を総合的に推進することが重要である,住生活基本計画,標準
325,都市計画及び地方計画,2019,まちづくりにおける住民参加に関する記述として誤っているものはどれか,計画策定段階から住民の参加を促進する,多様な主体の連携を図る,住民の主体的な活動を支援する,住民参加では情報提供のみで十分である,d,住民参加では情報提供に加え意見聴取・合意形成・協働実践等の双方向プロセスが重要である。誤りの選択肢を特定することが重要です。,都市計画運用指針,標準
326,都市計画及び地方計画,2019,都市交通計画に関する記述として誤っているものはどれか。,交通需要の適正化を図る,公共交通の利用促進を図る,自動車交通と歩行者・自転車交通の適切な分離と共存を図る,交通計画では道路整備のみを対象とし他の交通手段は考慮しない,d,都市交通計画（総合都市交通体系）では、道路整備だけでなく、公共交通、自転車、歩行者など多様な交通モードを総合的に計画し、相互に連携させることが基本である。単一の交通手段のみを対象とするのではなく、各交通手段の特性を活かした総合的な交通システムの構築が求められる。都市計画運用指針では、多様な交通手段の連携の重要性が明記されている。,都市計画運用指針,中
327,造園,2019,公園施設の安全点検に関する記述として誤っているものはどれか,日常点検により異常の早期発見を図る,定期点検により詳細な状況を把握する,精密点検により構造的な安全性を確認する,遊具の耐用年数は一律50年である,d,遊具の耐用年数は材質・構造により異なり鋼製15年・木製10年・FRP製12年が標準的である。一律50年は過大な設定であり適切な更新計画が必要,都市公園技術標準,標準
328,造園,2019,都市農業に関する記述として誤っているものはどれか,都市住民の農業体験の場となる,新鮮な農産物の供給源となる,都市環境の改善に寄与する,都市農業振興基本法の対象外である,d,都市農業振興基本法（平成27年制定）により都市農業の多面的機能の発揮と振興が図られており法的保護の対象である,都市農業振興基本法,標準
